epoch,train_loss,val_loss
1,0.034347449644253805,0.03659722954034805
2,0.02015122348585954,0.018046027049422264
3,0.01695840433239937,0.020972001366317272
4,0.01514221584567657,0.020475389901548624
5,0.013884760296115508,0.01434619864448905
6,0.012893622956023766,0.012794437352567911
7,0.013781634589227347,0.013046711916103959
8,0.012167516737603225,0.014585769502446055
9,0.011070959341640655,0.011569769587367773
10,0.011158065512203254,0.01310492167249322
11,0.011044468014286114,0.01006237487308681
12,0.010164795729976434,0.014410067116841674
13,0.010253570042550564,0.011264977976679802
14,0.010177649163569395,0.01330254110507667
15,0.010305556683586193,0.009239693870767951
16,0.009910495307009954,0.009395394241437316
17,0.010055156711202402,0.009982826421037316
18,0.009746601661810508,0.010217122733592987
19,0.009105604822532488,0.008723523933440447
20,0.009246200860406343,0.008329498232342303
21,0.008893727432363309,0.008342476678080857
22,0.008426580649728958,0.00784286460839212
23,0.00934491718474489,0.009885678999125957
24,0.008487091793750342,0.008196354378014803
25,0.009213412001442451,0.014621473615989089
26,0.008469293753688153,0.008881427813321352
27,0.008751442405180289,0.007755141239613295
28,0.007941988726648001,0.007607345352880657
29,0.008220538747711824,0.010103708365932107
30,0.00783279799641325,0.007244528387673199
31,0.007716972022675551,0.00713691848795861
32,0.007586516010073515,0.00731326499953866
33,0.008283661714253517,0.007531948038376868
34,0.008331777957769541,0.007217876496724784
35,0.00926316214295534,0.012146545574069023
36,0.007771036551835446,0.006766547565348446
37,0.007128458613386521,0.006430928711779416
38,0.00754093683253114,0.007401252165436745
39,0.007105383735436659,0.00650258525274694
40,0.007148374230242693,0.011064539663493633
41,0.008257112501618953,0.006674435921013355
42,0.006643613227284872,0.007171310135163367
43,0.006950511704557217,0.006497200229205191
44,0.006943268092492452,0.006199430790729821
45,0.006087598068496356,0.006040392909198999
46,0.0069057919586507175,0.007985451607964933
47,0.007420682885612433,0.006167309824377298
48,0.007121962960809469,0.006913316668942571
49,0.007001917415226881,0.007701888796873391
50,0.00640379236294673,0.005827874760143459
51,0.006084150169044733,0.006034704972989857
52,0.006635758810891555,0.006174518493935466
53,0.006260021159855219,0.006480446783825755
54,0.0059857347693580846,0.00569657189771533
55,0.007912915665656328,0.005896700080484152
56,0.006452074775902124,0.005537614692002535
57,0.005929499434737058,0.005744206719100475
58,0.00545622046607045,0.00625965092331171
59,0.006154916105935207,0.005809355294331908
60,0.005815254560170265,0.005375793785788119
61,0.0056533920220457595,0.005576365860179067
62,0.005764136305795266,0.006267513730563223
63,0.0061044691918561095,0.007555179996415973
64,0.006083751813723491,0.006784584256820381
65,0.006334198101495321,0.005909081664867699
66,0.006102416843462449,0.006139741861261427
67,0.006295572464855818,0.004989946959540248
68,0.005430055137437124,0.004949269467033446
69,0.006450264069896478,0.00476301065646112
70,0.005193579870347793,0.004961443366482854
71,0.005022472236305475,0.004667701956350356
72,0.005426150997384236,0.004657282552216202
73,0.0049241951022010585,0.0045443924609571695
74,0.00548016090089312,0.004786081379279494
75,0.005274928497293821,0.00478136504534632
76,0.005007569821408162,0.00465709634590894
77,0.005273249376421938,0.005555134965106845
78,0.004863626431100643,0.004461697593796998
79,0.005151481618388341,0.0044175623334012926
80,0.005386072784089125,0.007700633257627487
