epoch,train_loss,val_loss
1,0.04016108590770851,0.037502837677796684
2,0.024411993270570583,0.020080617318550747
3,0.019307276149365036,0.016915372883280117
4,0.016086360354992477,0.015861783176660538
5,0.015066792511127212,0.013568826019763947
6,0.015374078584665602,0.015620907147725424
7,0.013801708732816305,0.014550390963753065
8,0.012830880216576836,0.01158528154095014
9,0.013509291562844406,0.01154028158634901
10,0.012147024443203753,0.01077249739319086
11,0.011700000359930775,0.010572330405314764
12,0.01187891699373722,0.010466081400712332
13,0.012324756096032534,0.011041718224684397
14,0.011119229549711401,0.010786603825787703
15,0.01080973395569758,0.00949654821306467
16,0.010720175817947496,0.009588569713135561
17,0.010057248175144196,0.010216507750252882
18,0.010071725076572462,0.009039847180247307
19,0.009771425869654526,0.009909348872800669
20,0.010033371858298779,0.009461541039248308
21,0.008940919683399525,0.008505208417773247
22,0.009413466534831307,0.008739959138135115
23,0.008120144082402641,0.00813035232325395
24,0.009248968129130926,0.008171242972215017
25,0.008729462850500237,0.008068629074841738
26,0.009205357383259317,0.006751145701855421
27,0.007830315438861197,0.006731903335700433
28,0.007498242130333727,0.006703993460784356
29,0.0077048775485970755,0.007073207137485345
30,0.00766302670606158,0.007975047919899225
31,0.0076389537531543865,0.0065516831042865915
32,0.007721726486290043,0.006301241150746743
33,0.007805436129935763,0.00871191918849945
34,0.007495016113600947,0.008624184876680374
35,0.007948619440536608,0.006960975006222725
36,0.007009904577650807,0.005963993724435568
37,0.007463992742652243,0.006407702186455329
38,0.0073682846162806855,0.006294211683173974
39,0.006913205354728482,0.006763124528030555
40,0.007036479359323328,0.006536993974198897
41,0.007442417935552922,0.006287963750461738
42,0.007036628413268111,0.006082087599982818
43,0.006910228636115789,0.006101577387501796
44,0.00645355854860761,0.005458821542561054
45,0.00609751253134825,0.0057885909142593546
46,0.006314799104901877,0.0051957496131459875
47,0.006297824650325559,0.006051781742523114
48,0.006536588199775328,0.005442614822338025
49,0.006843856493519111,0.005668462564547856
50,0.006300915074958043,0.005474915107091268
51,0.0068950009616938505,0.005435444880276918
52,0.006662692451341586,0.005547765797624986
53,0.006141037934205749,0.004805034802605708
54,0.005722972310402177,0.004767902195453644
55,0.006046587812968276,0.0047066596647103625
56,0.005746072369881652,0.004665071765581767
57,0.005917505276474086,0.00466893349463741
58,0.006167860744013028,0.004798212554305792
59,0.0059265715324065904,0.004755273461341858
60,0.006371227474036542,0.00503637067352732
61,0.005586742719804699,0.0045954833428064985
62,0.005504627119411121,0.004617501671115558
63,0.00596863128752871,0.004616402400036653
64,0.005669740346175703,0.004515526661028464
65,0.005903563419864936,0.0046196384355425835
66,0.0052702446806837215,0.004630620125681162
67,0.0053080258552323685,0.004383765626698732
68,0.0061716139739887285,0.004619298658023278
69,0.005426175045696172,0.00455216271802783
70,0.0057138302363455296,0.004482931147019069
71,0.005847731816836379,0.0045840491851170855
72,0.005666106473654509,0.004423301822195451
73,0.005622397007589991,0.004644724540412426
74,0.005818555258553137,0.004383913241326809
75,0.005708143453706394,0.004729763915141423
76,0.005125738257034259,0.004210814988861482
77,0.005434111776677045,0.004289895296096802
78,0.0048427401872521095,0.00423431567226847
79,0.006056485485962846,0.004174585686996579
80,0.005309487142684785,0.004196353567143281
